country,year,biomass_relative_to,SST,Trawling_Hours,country_encoded
Pink salmon SundChnl (Area 13),1973,0,27.1,24253.06,843
Pink salmon Sunday and Browns Peak Creek (Kamishak D),1973,0,29.46,25803.1,844
Pink salmon Tebenkof (District109),1973,0,29.87,25920.89,846
Pink salmon Tenakee (District112),1973,0,30.41,26392.7,847
Pink salmon Thompson,1973,0,30.35,26316.0,848
Pink salmon Toba Inlt (Area 15),1973,0,30.57,26466.1,849
Pink salmon Totem By (District106),1973,0,29.45,25792.41,850
Pink salmon Tutka (Southern D),1973,0,27.31,24384.76,851
Pink salmon Unalakleet (Norton Sound),1973,0,28.54,25122.37,852
Pink salmon Union By (District107),1973,0,29.81,26067.14,853
Pink salmon Upper Cook Inlet,1973,0,29.68,25871.2,854
Pink salmon VancIsland (Area 13),1973,0,30.29,26316.47,855
Pink salmon WAdmiral (District112),1973,0,29.39,25693.36,856
Pink salmon WBehm (District 101),1973,0,29.22,25592.32,857
Pink salmon Wcrawfish (District113),1973,0,30.58,26492.65,858
Pink salmon West Kamchatka pink hatchery,1973,0,29.62,25865.56,859
Pink salmon West Kamchatka pink wild,1973,0,30.28,26296.39,860
Pink salmon Whale By (District113),1973,0,30.82,26668.32,861
Pink salmon Whale Pe (District106),1973,0,30.23,26319.06,862
Pink salmon Windy Creek (Outer D),1973,0,30.02,26148.6,863
Pointhead flounder Sea of Japan,1973,0,29.43,25668.69,867
Pollock Faroe Plateau,1973,37922710,28.16,24883.02,868
Pollock Gulf of Maine / Georges Bank,1973,3003060,29.66,25855.25,869
Pollock ICES 3a-4-6,1973,34666670,27.86,24723.38,870
Pollock North-East Arctic,1973,24363640,28.72,25299.03,872
Pollock St. Pierre Bank,1973,0,27.61,24565.97,874
Porbeagle shark Canadian Atlantic Ocean,1973,7231180,29.63,25914.76,876
Porbeagle shark Northeast Atlantic,1973,0,27.74,24670.71,877
Quillback rockfish Pacific Coast of Canada (Inside),1973,0,29.15,25543.47,878
Quillback rockfish Pacific Coast of Canada (Outside),1973,0,28.62,25215.12,879
Red king crab Bristol Bay,1973,0,30.07,26139.46,886
Red porgy Southern Atlantic coast,1973,16374270,29.0,25462.59,902
Red rock lobster New Zealand Area CRA1,1973,0,29.55,25898.42,903
Red rock lobster New Zealand Area CRA2,1973,0,30.61,26509.33,904
Red rock lobster New Zealand Area CRA3,1973,0,28.85,25417.68,905
Red rock lobster New Zealand Area CRA4,1973,0,30.68,26567.24,906
Red rock lobster New Zealand Area CRA5,1973,0,29.99,26135.94,907
Red rock lobster New Zealand Area CRA7,1973,0,29.86,26018.01,908
Red rock lobster New Zealand Area CRA8,1973,0,28.38,25088.7,909
Red seabream East China Sea,1973,0,29.46,25731.32,912
Red seabream ICES 6-7-8,1973,0,30.43,26407.31,913
Red snapper Gulf of Mexico,1973,306250,30.64,26558.17,921
Red snapper Southern Atlantic coast,1973,434650,27.83,24730.7,922
Red squat lobster Central-Southern Chile,1973,35333630,29.11,25466.68,923
Redfish species Gulf of St. Lawrence and Cabot Strait,1973,0,30.18,26267.97,927
Redfish species N and SW Grand Banks,1973,1060,30.66,26551.86,928
Redfish species West Greenland,1973,0,30.33,26374.38,929
Rex sole Pacific Coast,1973,0,30.39,26256.9,931
Rock lobster South Australia Northern Zone,1973,0,28.42,25060.92,934
Rock lobster South Australia Southern Zone,1973,0,28.09,24869.74,935
Rock sole Hecate Strait,1973,29873810,28.82,25314.87,937
Rock sole Queen Charlotte Sound,1973,19904570,31.06,26800.15,938
Rosette skate Mid-Atlantic Coast,1973,0,28.7,25242.14,939
Roughscale sole North Pacific,1973,0,28.65,25233.14,943
Round nose flounder Sea of Japan,1973,0,28.64,25195.96,946
Roundnose grenadier Mid-Atlantic Ridge,1973,0,29.71,25934.64,950
Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,1973,23233580,28.3,24984.56,951
Sablefish Pacific Coast,1973,22241030,28.44,25108.67,952
Sablefish Pacific Coast of Canada,1973,32261560,28.71,25311.32,953
Sailfin sandfish Sea of Japan North,1973,0,30.99,26758.7,954
Sailfin sandfish Sea of Japan West,1973,0,30.02,26115.57,955
Sailfish Eastern Atlantic,1973,1790,29.13,25495.58,956
Sailfish Western Atlantic,1973,1650,28.45,25087.43,957
Sand eel West of Scotland,1973,0,30.09,26186.16,965
Sandbar shark Atlantic,1973,0,28.53,25185.5,966
Sardine ICES 7,1973,0,29.24,25611.46,970
Sardine South Africa,1973,0,28.57,25157.85,973
School whiting Southeast Australia,1973,19765460,27.38,24434.18,983
Scup Northwestern Atlantic Coast,1973,0,31.21,26893.42,984
Sea mullet Queensland and New South Wales,1973,0,30.28,26331.51,985
Sea scallop Georges Bank and Mid-Atlantic Bight,1973,0,30.72,26609.27,988
Sea scallop Scallop Fishing Areas 16-20,1973,0,31.04,26792.51,990
Sea scallop Southern Gulf of St. Lawrence,1973,0,30.58,26504.96,991
Sea scallop St. Pierre Bank,1973,0,30.05,26106.08,992
Shako Ise and Mikawa Bay,1973,0,28.66,25203.8,999
Shallow water cape hake South Africa,1973,12107770,30.37,26372.98,1000
Sharpchin rockfish Pacific Coast,1973,0,26.46,23865.09,1001
Shortbelly rockfish Pacific Coast,1973,0,31.15,26853.08,1002
Shortspine thornyhead Pacific Coast,1973,25821410,28.74,25318.27,1007
Silver hake Gulf of Maine / Georges Bank,1973,0,31.31,26967.26,1015
Silver hake Scotian Shelf and Bay of Fundy,1973,0,30.45,26402.0,1016
Silver hake Southern Georges Bank / Mid-Atlantic,1973,0,29.41,25732.96,1017
Skipjack tuna Central Western Pacific Ocean,1973,1610,31.1,26820.16,1019
Skipjack tuna Eastern Atlantic,1973,1840,30.56,26476.06,1020
Skipjack tuna Eastern Pacific,1973,0,29.75,25943.9,1021
Skipjack tuna Indian Ocean,1973,2420,29.03,25529.17,1022
Skipjack tuna Western Atlantic,1973,19547330,28.23,24940.23,1023
Smooth oreo Chatham Rise,1973,23418910,28.31,25033.07,1029
Smooth oreo East Pukaki Rise,1973,410,28.28,25008.48,1030
Smooth oreo Southland,1973,3230,29.52,25814.13,1031
Smooth oreo West end of Chatham Rise,1973,24551160,30.17,26183.26,1032
Smooth skate Gulf of Maine / Georges Bank-Southern New England,1973,0,31.05,26809.45,1033
Smooth skate Southern Gulf of St. Lawrence,1973,0,28.7,25236.13,1035
Sockeye salmon Adams,1973,0,30.93,26712.59,1053
Sockeye salmon Akwe River,1973,0,27.99,24806.32,1055
Sockeye salmon Anadyr sockeye wild,1973,0,28.28,25027.39,1056
Sockeye salmon Atnarko (Area 8),1973,0,28.1,24909.8,1068
Sockeye salmon Birkenhead,1973,0,28.1,24843.23,1071
Sockeye salmon Black Lake,1973,0,28.88,25337.86,1072
Sockeye salmon Bowron,1973,0,29.95,26055.32,1073
Sockeye salmon Branch,1973,0,28.3,25011.17,1074
Sockeye salmon Chignik Lake,1973,0,31.04,26771.04,1076
Sockeye salmon Chilko,1973,0,30.23,26207.73,1078
Sockeye salmon Chilko South,1973,0,29.3,25633.62,1079
Sockeye salmon Columbia R,1973,0,29.19,25529.44,1081
Sockeye salmon Cultus,1973,0,29.06,25466.16,1082
Sockeye salmon Early Upper Station,1973,0,27.96,24764.45,1083
Sockeye salmon East Kamchatka sockeye wild,1973,0,27.67,24591.54,1084
Sockeye salmon East-Alsek-Doame River,1973,0,30.06,26215.02,1085
Sockeye salmon Egegik,1973,0,28.86,25377.74,1086
Sockeye salmon Gates,1973,0,28.2,24928.68,1087
Sockeye salmon Gates Channel,1973,0,30.62,26537.33,1088
Sockeye salmon Horsefly,1973,0,28.92,25401.46,1089
Sockeye salmon Igushik River,1973,0,27.1,24259.85,1090
Sockeye salmon Italo River,1973,0,30.95,26724.72,1092
Sockeye salmon Japan High Seas catch sockeye hatchery,1973,0,31.19,26885.16,1093
Sockeye salmon Japan High Seas catch sockeye wild,1973,0,29.43,25727.68,1094
Sockeye salmon Kimsquit,1973,0,29.11,25565.76,1096
Sockeye salmon Kitlope,1973,0,28.25,24941.98,1097
Sockeye salmon Kvichak,1973,0,30.87,26700.09,1100
Sockeye salmon Lake Washington,1973,0,30.89,26695.92,1101
Sockeye salmon Late Stuart,1973,0,31.56,27111.16,1102
Sockeye salmon Late Upper Station,1973,0,28.96,25432.62,1103
Sockeye salmon Long Lake,1973,0,30.02,26129.68,1105
Sockeye salmon Lost River,1973,0,29.98,26134.84,1106
Sockeye salmon Malina Lake,1973,0,29.18,25541.38,1107
Sockeye salmon Mitchell,1973,0,29.78,25949.73,1109
Sockeye salmon Nadina,1973,0,29.04,25471.37,1110
Sockeye salmon Nadina Channel,1973,0,28.88,25406.34,1111
Sockeye salmon Naknek,1973,0,29.02,25486.21,1112
Sockeye salmon Nass,1973,0,28.47,25158.55,1113
Sockeye salmon Nushagak,1973,0,30.5,26478.71,1115
Sockeye salmon Nuyakuk,1973,0,30.87,26678.83,1116
Sockeye salmon Okhotsk sockeye wild,1973,0,29.04,25467.63,1118
Sockeye salmon Owikeno Lake,1973,0,29.6,25845.49,1120
Sockeye salmon Pasagshak River,1973,0,28.89,25327.45,1121
Sockeye salmon Pauls Bay Drainage,1973,0,30.25,26278.06,1122
Sockeye salmon Pitt,1973,0,29.78,25992.89,1123
Sockeye salmon Portage,1973,0,30.57,26521.32,1124
Sockeye salmon Raft,1973,0,28.94,25417.74,1126
Sockeye salmon Seymour,1973,0,30.65,26568.51,1130
Sockeye salmon Skeena,1973,0,31.13,26843.0,1132
Sockeye salmon Stellako,1973,0,31.06,26811.33,1135
Sockeye salmon Togiak,1973,0,29.43,25749.39,1139
Sockeye salmon Ugashik,1973,0,28.68,25248.6,1141
Sockeye salmon Upper Cook Inlet,1973,0,30.13,26183.32,1142
Sockeye salmon Weaver,1973,0,29.22,25566.85,1143
Sockeye salmon Weaver Channel,1973,0,27.81,24723.47,1144
Sockeye salmon West Kamchatka sockeye wild,1973,0,29.03,25478.83,1146
Sockeye salmon Wood,1973,0,29.78,25969.11,1147
Sockeye salmon fennell,1973,0,29.83,25987.15,1151
Sockeye salmon harrison,1973,0,29.51,25788.39,1152
Sockeye salmon scotch,1973,0,29.07,25483.92,1154
Sockeye salmon shuswap,1973,0,28.57,25173.02,1155
Softshell clam  Quebec Coastal Waters,1973,0,28.55,25180.04,1157
South African abalone South Africa,1973,11317490,30.06,26131.88,1160
South Pacific hake Central-Southern Chile,1973,7787640,28.44,25055.61,1161
Southern bluefin tuna Southern Oceans,1973,1630,29.26,25605.92,1165
Southern hake West Coast South Island,1973,24992960,29.97,26074.12,1169
Southern spiny lobster South Africa South coast,1973,27291110,27.63,24572.13,1172
Spanish mackerel Gulf of Mexico,1973,14314730,28.17,24919.81,1173
Spanish mackerel Southern Atlantic coast,1973,26791180,30.34,26308.82,1174
Spiny dogfish Atlantic Coast,1973,0,30.94,26732.33,1177
"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",1973,15231480,30.95,26750.62,1179
Splitnose rockfish Pacific Coast,1973,22233010,28.43,25083.78,1180
Spotted spiny dogfish Pacific Coast,1973,15588790,28.73,25230.82,1191
Sprat Baltic Areas 22-32,1973,0,28.08,24902.08,1192
Sprat ICES 6-7abcfghijk,1973,0,28.44,25070.62,1194
Spurdog Northeast Atlantic,1973,7993260,29.47,25768.49,1198
Starry flounder Northern Pacific Coast,1973,15958550,29.27,25676.08,1199
Starry flounder Southern Pacific Coast,1973,1596970,30.48,26386.55,1200
Striped marlin Indian Ocean,1973,1520,26.64,23971.21,1203
Striped marlin Northeast Pacific,1973,0,29.64,25877.65,1204
Striped marlin Western Pacific Ocean,1973,1760,30.78,26620.81,1205
Striped marlin Western and Central North Pacific,1973,0,28.42,25101.33,1206
Summer flounder Mid-Atlantic Coast,1973,0,28.42,25058.96,1209
Swordfish Eastern Pacific,1973,2020,28.13,24880.0,1213
Swordfish Indian Ocean,1973,4070,28.76,25259.36,1214
Swordfish Mediterranean Sea,1973,0,31.71,27141.11,1215
Swordfish North Pacific Ocean,1973,13339920,29.23,25597.01,1216
Swordfish Northern Atlantic,1973,16907470,28.28,24951.34,1217
Swordfish South Atlantic,1973,18848530,27.95,24789.07,1218
Tanner crab Bering Sea and Aleutian Islands,1973,23254080,30.08,26168.71,1220
Tarakihi Sub-Antarctic,1973,2930,29.96,26107.31,1221
Thorny skate Grand Bank and St Pierre Bank,1973,0,29.83,25978.89,1230
Thorny skate Gulf of Maine / Georges Bank-Southern New England,1973,0,29.77,26016.43,1231
Thorny skate Southern Gulf of St. Lawrence,1973,0,30.11,26231.48,1232
Tiger flathead Southeast Australia,1973,555190,30.19,26207.43,1236
Tilefish Gulf of Mexico,1973,0,29.44,25741.27,1237
Tilefish Mid-Atlantic Coast,1973,4055890,29.18,25526.86,1238
Tilefish Southern Atlantic coast,1973,46057730,30.82,26651.41,1239
Trevally New Zealand Areas TRE 7,1973,19696490,28.96,25411.52,1241
Turbot Baltic Areas 22-32,1973,0,28.87,25379.34,1242
Turbot Black Sea,1973,0,29.51,25799.38,1243
Turbot Kattegat and Skagerrak,1973,0,28.48,25072.03,1244
Vermilion snapper Gulf of Mexico,1973,2487310,29.96,26100.82,1253
Vermilion snapper Southern Atlantic coast,1973,30434780,30.17,26193.75,1254
Walleye pollock Eastern Bering Sea,1973,7494870,30.42,26403.7,1257
Walleye pollock Gulf of Alaska,1973,3849910,30.06,26196.52,1258
Walleye pollock Northern Sea of Okhotsk,1973,9785810,28.73,25316.16,1261
Walleye pollock Sea of Japan North,1973,0,30.83,26681.51,1264
Walleye pollock Western Bering Sea,1973,50702670,30.24,26246.27,1265
West coast rock lobster South Africa Area 7,1973,0,27.82,24690.58,1269
West coast rock lobster South Africa Area 8,1973,0,31.17,26877.31,1270
West coast rock lobster South Africa Areas 1-2,1973,0,30.91,26721.48,1271
West coast rock lobster South Africa Areas 3-4,1973,0,30.69,26558.66,1272
West coast rock lobster South Africa Areas 5-6,1973,0,28.73,25282.32,1273
White hake Gulf of Maine / Georges Bank,1973,10199690,30.65,26547.03,1277
White hake Northern Gulf of St. Lawrence,1973,0,29.84,25978.94,1278
"White hake Scotian Shelf, Bay of Fundy and Georges Bank",1973,0,28.64,25212.13,1279
White hake Southern Gulf of St. Lawrence,1973,0,27.87,24715.15,1280
White hake St. Pierre Bank,1973,0,27.41,24452.31,1281
White marlin Atlantic Ocean,1973,8944830,29.88,26020.91,1282
Whiting Rockall Bank,1973,0,29.16,25583.91,1291
Widow rockfish Pacific Coast,1973,22023980,28.68,25254.5,1293
Winter flounder Georges Bank,1973,0,29.44,25782.14,1297
Winter flounder Southern Gulf of St. Lawrence,1973,0,28.2,24926.03,1299
Winter skate Gulf of Maine / Cape Hatteras,1973,0,31.01,26724.38,1301
Witch flounder Gulf of St. Lawrence,1973,9400750,30.08,26164.03,1303
Witch flounder ICES 3a-4-7d,1973,0,28.47,25120.51,1304
Yellow goosefish North Pacific,1973,0,28.14,24891.94,1306
Yelloweye rockfish Pacific Coast,1973,19095110,28.41,25105.74,1314
Yelloweye rockfish Pacific Coast of Canada (Inside),1973,0,27.62,24569.92,1315
Yellowfin sole Bering Sea and Aleutian Islands,1973,120920,27.41,24434.15,1316
Yellowfin tuna Atlantic Ocean,1973,210,30.05,26145.02,1317
Yellowfin tuna Central Western Pacific Ocean,1973,3120,28.86,25342.55,1318
Yellowfin tuna Eastern Pacific,1973,0,30.14,26207.64,1319
Yellowfin tuna Indian Ocean,1973,2930,28.86,25345.45,1320
Yellowtail flounder Georges Bank,1973,5138890,29.72,25956.63,1324
Yellowtail flounder Grand Banks,1973,910,29.62,25907.61,1325
Yellowtail flounder Southern New England /Mid Atlantic,1973,10719750,28.16,24929.42,1326
Yellowtail rockfish Northern Pacific Coast,1973,28553860,30.27,26340.14,1327
Yellowtail snapper Southern Atlantic coast and Gulf of Mexico,1973,0,29.12,25518.4,1328
Acadian redfish Gulf of Maine / Georges Bank,1974,3055720,29.35,25728.19,0
Acadian redfish NAFO Division 2J3K,1974,0,29.43,25883.21,1
Acadian redfish NAFO Division 3LNO and Units 1 and 2,1974,0,28.3,25103.29,2
Acadian redfish Unit 3,1974,0,28.29,25082.01,3
Alaska plaice Bering Sea and Aleutian Islands,1974,0,28.03,24923.05,5
Alaska skate Bering Sea and Aleutian Islands,1974,19259280,30.43,26503.12,6
Albacore tuna Indian Ocean,1974,3540,28.41,25182.66,8
Albacore tuna Mediterranean Sea,1974,0,29.88,26168.88,9
Albacore tuna North Pacific Ocean,1974,0,30.07,26281.73,10
Albacore tuna Northern Atlantic,1974,1160,28.49,25209.71,11
Albacore tuna South Atlantic,1974,160,29.72,26000.31,12
Albacore tuna South Pacific Ocean,1974,4950,28.96,25523.4,13
Amberstripe scad East China Sea,1974,0,28.37,25146.13,15
American lobster Gaspe (LFA 19-21),1974,0,29.63,25950.0,17
American lobster Lobster Fishing Area 34,1974,0,30.98,26844.92,20
American lobster Lobster Fishing Area 41,1974,0,29.36,25812.35,21
American lobster Lobster Fishing Areas 3-14,1974,0,29.83,26121.05,22
American lobster Lobster Fishing Areas 35-38,1974,0,28.4,25176.55,23
American lobster Magdalen Islands (LFA 22),1974,0,30.66,26637.37,24
American lobster Southern Gulf of St. Lawrence,1974,0,28.19,25018.42,26
American plaice Flemish Cap,1974,0,27.36,24511.37,28
American plaice Grand Banks,1974,0,30.1,26276.71,29
American plaice Gulf of Maine / Georges Bank,1974,0,30.48,26498.44,30
American plaice Labrador - NE Newfoundland,1974,0,31.58,27231.04,31
American plaice Scotian Shelf and Bay of Fundy,1974,0,29.49,25903.01,32
American plaice Southern Gulf of St. Lawrence,1974,0,29.49,25907.27,33
American plaice St. Pierre Bank,1974,0,30.66,26600.31,34
Anchovy Northern Spain,1974,13578350,29.45,25807.61,43
Anchovy South Africa,1974,0,29.07,25589.87,45
Angel shark Northeast Atlantic,1974,0,29.13,25703.63,50
Arrowtooth flounder Gulf of Alaska,1974,6104320,28.84,25474.44,65
Arrowtooth flounder Pacific Coast,1974,18178760,27.54,24620.71,66
Atlantic bluefin tuna Eastern Atlantic,1974,943680,30.78,26688.32,69
Atlantic bluefin tuna Western Atlantic,1974,7398720,29.12,25689.39,70
Atlantic butterfish Gulf of Maine / Cape Hatteras,1974,0,29.96,26137.42,71
Atlantic cod Celtic Sea,1974,8087380,29.52,25912.57,72
Atlantic cod Eastern Baltic,1974,29365080,28.63,25350.33,73
Atlantic cod Eastern Scotian Shelf,1974,0,29.22,25671.5,74
Atlantic cod Faroe Bank,1974,0,28.64,25295.96,75
Atlantic cod Faroe Plateau,1974,28707320,28.41,25212.08,76
Atlantic cod Flemish Cap,1974,0,29.9,26159.0,77
Atlantic cod ICES 3a(west)-4-7d,1974,15066670,31.65,27278.6,80
Atlantic cod Iceland Grounds,1974,850,28.51,25245.01,81
Atlantic cod Irish Sea,1974,20078920,29.34,25728.56,82
Atlantic cod NAFO 1abdce,1974,0,30.53,26602.59,84
Atlantic cod NAFO 1f and ICES 14,1974,4877390,27.28,24468.09,85
Atlantic cod NAFO Subarea 1 (inshore),1974,0,28.3,25088.91,87
Atlantic cod North-East Arctic,1974,3478260,27.34,24504.67,88
Atlantic cod Northern Gulf of St. Lawrence,1974,0,28.86,25464.28,90
Atlantic cod Southern Grand Banks,1974,0,28.49,25220.53,92
Atlantic cod Southern Gulf of St. Lawrence,1974,0,29.21,25723.87,93
Atlantic cod Southern Labrador-Eastern Newfoundland,1974,4470,29.06,25535.61,94
Atlantic cod St. Pierre Bank,1974,0,28.1,24960.26,95
Atlantic cod Western Baltic,1974,0,30.43,26482.46,97
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1974,0,29.13,25614.49,98
Atlantic croaker Mid-Atlantic Coast,1974,4562420,31.65,27267.06,99
Atlantic halibut Gulf of Maine / Georges Bank,1974,175310,28.5,25266.25,100
Atlantic halibut Scotian Shelf and Southern Grand Banks,1974,5918370,27.42,24567.1,101
Atlantic menhaden Atlantic,1974,5748740,30.32,26384.8,102
Atlantic sharpnose shark Atlantic,1974,19782140,28.54,25234.92,103
Atlantic surfclam Mid-Atlantic Coast,1974,0,29.6,25958.51,104
Atlantic wolffish Gulf of Maine / Georges Bank,1974,0,28.49,25224.59,105
Aurora rockfish Pacific Coast,1974,26095240,30.73,26725.98,106
Australian salmon New Zealand,1974,16968330,30.72,26680.89,107
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,1974,0,27.39,24537.31,109
