country,year,biomass_relative_to,SST,Trawling_Hours
Aurora rockfish Pacific Coast,1967,2.552.381,31.04,26156.57
Australian salmon New Zealand,1967,1.762.095,30.06,25525.76
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,1967,0,28.28,24310.2
Big skate Hecate Strait,1967,0,30.4,25739.28
Big skate Queen Charlotte Sound,1967,0,28.72,24640.98
Big skate West Coast of Vancouver Island,1967,0,28.35,24371.55
Bigeye tuna Atlantic Ocean,1967,2.46,30.07,25547.85
Bigeye tuna Central Western Pacific Ocean,1967,2.71,28.11,24268.1
Bigeye tuna Eastern Pacific,1967,0,29.4,25078.52
Bigeye tuna Indian Ocean,1967,0,27.75,24026.22
Bight redfish Southeast Australia,1967,2.441.684,30.41,25734.92
Black cardinalfish East coast of North Island,1967,2.499.721,30.14,25573.24
Black marlin Indian Ocean,1967,1.92,28.67,24548.54
Black rockfish California,1967,1.548.235,30.0,25491.19
Black rockfish Oregon Coast,1967,2.383.446,30.43,25766.34
Black rockfish Washington,1967,126.122,28.67,24644.58
Black sea bass Mid-Atlantic Coast,1967,0,29.57,25230.34
Black sea bass South Atlantic,1967,0,28.77,24718.17
Blackgill rockfish Pacific Coast,1967,2.294.254,30.41,25718.38
Blacknose shark Atlantic,1967,228.041,27.66,23935.31
Blue grenadier New South Wales to Western Australia,1967,2.083.336,29.88,25354.63
Blue ling ICES 5b-6-7,1967,0,29.44,25195.88
Blue marlin Atlantic Ocean,1967,0.86,31.0,26094.79
Blue marlin Pacific Ocean,1967,0,28.99,24805.79
Blue rockfish California,1967,2.093.863,30.83,26020.95
Bluenose New Zealand,1967,2.437.684,29.22,24996.23
Bocaccio British Columbia Waters,1967,718.517,30.77,25972.61
Bocaccio Southern Pacific Coast,1967,0,29.07,24872.26
Bonnethead shark Atlantic,1967,2.914.046,28.78,24706.0
Brill ICES 3a-4-7d,1967,0,27.92,24130.69
Brown rockfish Pacific Coast,1967,1.917.078,29.91,25462.05
Cabezon Northern California,1967,2.929.961,30.62,25880.28
Cabezon Southern California,1967,2.985.075,29.39,25095.91
California scorpionfish Southern California,1967,1.477.993,29.75,25366.61
Canary rockfish Pacific Coast,1967,1.271.526,29.83,25353.02
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,1967,3.672.032,26.98,23542.14
Cape horse mackerel South Africa South coast,1967,2.12,28.62,24512.5
Capelin Gulf of St. Lawrence,1967,0,30.47,25727.16
Chilean herring Central-Southern Chile,1967,0,30.01,25529.2
Chilipepper Southern Pacific Coast,1967,1.546.099,30.49,25771.88
China rockfish Central Pacific Coast,1967,2.480.769,29.59,25194.24
China rockfish Northern Pacific Coast,1967,2.5,28.89,24753.88
China rockfish Southern Pacific Coast,1967,1.808.271,28.49,24486.45
Chum salmon AK Pen Southeastern and South-central Districts,1967,0,28.39,24383.94
Chum salmon AK Pen Southwestern and Unimak Districts,1967,0,29.48,25135.72
Chum salmon Amur chum wild,1967,0,29.22,25045.83
Chum salmon Anadyr chum wild,1967,0,30.77,25924.18
Chum salmon Area 10,1967,0,29.21,24942.16
Chum salmon Area 6,1967,0,30.13,25569.03
Chum salmon Area 8,1967,0,30.36,25746.85
Chum salmon Area 9,1967,0,30.46,25794.01
Chum salmon Bear River,1967,0,31.38,26359.36
"Chum salmon Bechevin, Swanson (Northwestern District)",1967,0,29.54,25164.68
Chum salmon CaribouFlats,1967,0,29.92,25411.41
Chum salmon Chignik Central District,1967,0,29.3,25056.75
Chum salmon Chignik Eastern District,1967,0,29.03,24844.19
Chum salmon Chignik Western District,1967,0,29.75,25310.43
Chum salmon Cinder River,1967,0,29.94,25417.6
Chum salmon Columbia R,1967,0,29.57,25205.6
Chum salmon Dogfish Lagoon,1967,0,28.47,24431.11
Chum salmon East Alsek River,1967,0,27.86,24088.28
Chum salmon East Kamchatka chum wild,1967,0,30.26,25650.48
Chum salmon Golovin,1967,0,30.49,25813.03
Chum salmon Hood Canal,1967,0,28.64,24625.67
Chum salmon Inner South Coast (Fraser plus Mainland),1967,0,29.49,25139.29
"Chum salmon Izembek, Moffet (Northwestern District)",1967,0,27.69,23956.11
Chum salmon Japan High Seas catch chum hatchery,1967,0,30.05,25469.41
Chum salmon Japan High Seas catch chum wild,1967,0,29.37,25070.73
Chum salmon Japan coastal chum hatchery,1967,0,29.49,25130.3
Chum salmon Juan de Fuca Straits,1967,0,29.78,25375.05
Chum salmon Kanektok River,1967,0,30.84,26035.32
Chum salmon Kotzebue Sound,1967,0,28.48,24477.41
Chum salmon Kuskokwim,1967,0,28.58,24556.86
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),1967,0,32.11,26790.99
Chum salmon NelsonLagoon,1967,0,30.33,25714.49
Chum salmon Nooksack and Samish Rivers,1967,0,29.39,25080.23
Chum salmon Norton Bay,1967,0,29.66,25221.91
Chum salmon Norton Sound District 1,1967,0,30.05,25538.92
Chum salmon Okhotsk chum wild,1967,0,28.63,24551.47
Chum salmon PMollerBt,1967,0,29.96,25433.36
Chum salmon Perryville District,1967,0,28.79,24668.17
Chum salmon Port Dick and Island Creek,1967,0,31.43,26354.7
Chum salmon PortHeiden,1967,0,28.0,24174.96
Chum salmon Primorye chum wild,1967,0,30.78,25946.18
Chum salmon Rocky River,1967,0,31.07,26174.92
Chum salmon Shaktoolik,1967,0,29.15,24884.26
Chum salmon Skagit River,1967,0,29.69,25264.25
Chum salmon South Sound Fall Run,1967,0,31.41,26356.79
Chum salmon South Sound Summer Run,1967,0,28.89,24750.94
Chum salmon South Sound Winter Run,1967,0,28.49,24457.2
Chum salmon Stillaguamish and Snohomish Rivers,1967,0,28.58,24489.21
Chum salmon ThreeHills,1967,0,28.95,24799.74
Chum salmon Unalakleet,1967,0,30.95,26077.33
Chum salmon Upper Cook Inlet,1967,0,28.64,24576.07
Chum salmon West Kamchatka chum wild,1967,0,28.06,24231.08
Chum salmon Yukon River Fall Run,1967,0,27.78,24051.71
Chum salmon Yukon River Summer Run,1967,0,30.68,25939.2
Cobia Gulf of Mexico,1967,1.975.787,28.35,24348.31
Cobia Southern Atlantic coast,1967,3.287.869,27.32,23765.04
Common gemfish New Zealand,1967,6.045.392,28.01,24148.77
Common gemfish Southeast Australia,1967,2.088.555,29.76,25292.95
Common sole ICES 7bc,1967,0,27.34,23749.52
Common sole North Sea,1967,2.942.857,28.84,24727.75
Common sole Western English Channel,1967,0,28.54,24489.36
Copper rockfish Pacific Coast,1967,2.140.021,30.06,25490.36
Cowcod Southern California,1967,1.725.806,30.48,25744.94
Dab ICES 3a-4,1967,0,29.81,25374.37
Darkblotched rockfish Pacific Coast,1967,2.085.938,28.21,24312.89
Deep water cape hake South Africa,1967,2.414.365,29.48,25078.5
Deepwater redfish NAFO Divisions 2J3K-3LNO,1967,0,27.67,23952.24
Deepwater redfish Units 1 and 2,1967,0,28.4,24393.74
Dover sole Pacific Coast,1967,347.034,29.44,25035.98
Dredge oyster Foveax Strait,1967,1.46,29.99,25450.64
Dusky shark Gulf of Mexico and Atlantic,1967,0,28.29,24311.42
English sole Hecate Strait,1967,0,30.39,25696.24
English sole Pacific Coast,1967,2.712.228,30.3,25661.45
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,1967,0,30.18,25575.69
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1967,0,28.09,24216.21
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,1967,0,30.97,26086.44
European flounder ICES 3a-4,1967,0,29.91,25404.66
European plaice ICES 7bc,1967,0,28.92,24811.67
European plaice North Sea,1967,839.534,28.2,24269.8
Gag Gulf of Mexico,1967,424.559,26.83,23441.84
Gag Southern Atlantic coast,1967,2.555.004,29.26,24960.88
Giant stargazer NZ Area STA7,1967,3.59,29.39,25080.8
Golden redfish ICES 5-6-12-14,1967,0,29.78,25269.17
Goliath grouper Southern Atlantic coast and Gulf of Mexico,1967,0,30.16,25568.76
Gopher rockfish Southern Pacific Coast,1967,2.267.327,30.41,25725.41
Gray triggerfish Gulf of Mexico,1967,2.162.162,28.18,24304.74
Greater amberjack Gulf of Mexico,1967,1.882.575,29.34,25018.84
Greater amberjack Southern Atlantic coast,1967,2.917.526,29.94,25462.68
Greater silver smelt ICES 6b-7-8-9-10-12,1967,0,30.29,25633.96
Greenland halibut Bering Sea and Aleutian Islands,1967,1.607.272,27.56,23893.38
Greenland halibut ICES 5-6-12-14,1967,1.95,29.94,25438.96
Greenland halibut Labrador Shelf - Grand Banks,1967,0,27.47,23835.01
Greenland halibut North-East Arctic,1967,0,28.26,24316.93
Greenspotted rockfish Northern Pacific Coast,1967,3.097.015,31.62,26490.49
Greenspotted rockfish Southern Pacific Coast,1967,3.65,28.47,24433.37
Greenstriped rockfish Pacific Coast,1967,3.231.976,28.41,24422.18
Gulf menhaden Gulf of Mexico,1967,0,27.89,24155.57
Haddock Faroe Plateau,1967,1.667.907,27.65,23930.0
Haddock Georges Bank,1967,978.763,30.64,25893.32
Haddock Grand Banks,1967,0,30.39,25759.05
Haddock Gulf of Maine,1967,0,30.86,26006.12
Haddock North-East Arctic,1967,1.8125,30.56,25853.64
Herring ICES 3a-4-7d,1967,735.714,29.33,24999.59
Herring ICES 5a-7bc,1967,1.807.317,30.83,26026.77
Herring ICES 7a-g-h-j,1967,2.770.492,29.85,25386.4
Herring NAFO division 4R (Spring spawners),1967,0,28.73,24651.53
Herring Newfoundland East and South Coast,1967,0,28.05,24216.65
Herring Northwestern Atlantic Coast,1967,231.082,31.22,26258.52
Herring Scotian Shelf and Bay of Fundy,1967,0,30.06,25532.7
Herring West of Scotland,1967,6.186.667,30.61,25868.65
Indo Pacific blue marlin Indian Ocean,1967,1.81,30.39,25755.74
Jackass morwong Eastern half of Southeast Australia,1967,442.893,29.29,25040.14
Japanese amberjack Japan,1967,0,30.05,25497.49
Japanese anchovy Inland Sea of Japan,1967,0,29.64,25268.17
Japanese flounder Inland Sea of Japan,1967,0,28.28,24345.78
Japanese sardine Tsushima Strait,1967,312.152,28.17,24303.34
Kelp greenling Oregon Coast,1967,2.336.272,28.53,24515.49
King mackerel Gulf of Mexico,1967,2.351.371,28.07,24195.32
King mackerel Southern Atlantic coast,1967,3.772.033,28.8,24686.48
Lingcod Northern Pacific Coast,1967,02.01,30.37,25699.18
Lingcod Southern Pacific Coast,1967,2.527.322,30.1,25541.67
Lingcod Strait of Georgia,1967,399.554,31.83,26597.12
Longfin inshore squid Atlantic Coast,1967,0,31.01,26141.83
Longnose skate Hecate Strait,1967,0,29.28,25059.34
Longnose skate Pacific Coast,1967,2.223.915,29.29,25016.27
Longnose skate Queen Charlotte Sound,1967,0,28.42,24433.77
Longnose skate West Coast of Vancouver Island,1967,0,29.4,25101.69
Longspine thornyhead Pacific Coast,1967,2.836.336,30.43,25761.08
Monkfish NAFO Divisions 3LNOPs,1967,0,30.05,25536.73
New Zealand snapper New Zealand Area 8 (Auckland and Central West),1967,322.908,28.2,24266.96
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1967,1.151.216,27.44,23834.2
New Zealand snapper New Zealand SNA 1 east Northland,1967,1.536.577,29.32,24991.73
New Zealand snapper New Zealand SNA 7,1967,1.503.517,27.98,24188.48
Northern rockfish Gulf of Alaska,1967,792.322,29.82,25368.25
Northern shortfin squid Northwestern Atlantic Coast,1967,0,29.4,25101.94
Northern shrimp Gulf of Maine,1967,0,28.06,24178.32
Northern shrimp Gulf of St. Lawrence,1967,0,28.16,24257.77
"Norway lobster Adriatic Sea (GSA 17,18)",1967,1.904.013,30.41,25744.43
Norway lobster Irish Sea West (FU 15),1967,0,29.24,24937.07
Norway lobster Skagerak Kattegat (FU 3-4),1967,0,28.58,24506.91
Nylon shrimp Central-Southern Chile,1967,156.978,28.8,24679.6
Nylon shrimp Northern Chile,1967,1.459.422,30.16,25571.33
Orange roughy East and South Chatham Rise,1967,2.892.857,30.71,25885.89
Orange roughy New Zealand Challenger Plateau,1967,3.100.649,30.29,25649.74
Orange roughy New Zealand Mid East Coast,1967,3.609.023,30.05,25522.29
Orange roughy Northwest Chatham Rise,1967,0,29.8,25303.66
Pacific bluefin tuna Pacific Ocean,1967,493,28.57,24511.61
Pacific chub mackerel Pacific Coast,1967,87.449,28.43,24468.1
Pacific cod Hecate Strait,1967,1.287.777,29.28,25002.92
Pacific cod Queen Charlotte Sound,1967,0,27.59,23920.77
Pacific cod Sea of Japan,1967,0,27.44,23849.19
Pacific cod West Coast of Vancouver Island,1967,1.708.513,29.45,25147.24
Pacific hake Pacific Coast,1967,1.136.601,28.13,24228.5
Pacific halibut North Pacific,1967,0,28.37,24389.64
Pacific herring Central Coast,1967,0,28.96,24835.66
Pacific herring Prince Rupert District,1967,0,28.16,24331.73
Pacific herring Queen Charlotte Islands,1967,0,28.73,24584.19
Pacific herring Strait of Georgia,1967,0,28.72,24625.88
Pacific herring West Coast of Vancouver Island,1967,0,31.34,26323.25
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,1967,1.7899,30.57,25809.97
Pacific ocean perch Gulf of Alaska,1967,1.331.798,29.63,25208.76
Pacific ocean perch Haida Gwaii,1967,4.230.559,29.55,25180.3
Pacific ocean perch Pacific Coast,1967,1.367.188,28.92,24775.79
Pacific ocean perch West Coast of Vancouver Island,1967,1.841.969,30.51,25797.51
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,1967,0,30.39,25746.99
Paua NZ Area North PAUA 5A,1967,248.184,27.59,23892.2
Paua NZ Area South PAUA 5A,1967,2.480.087,27.84,24111.8
Paua New Zealand Area PAU 5B (Stewart Island),1967,2.658.942,28.25,24315.9
Paua New Zealand Area PAU 5D (Otago),1967,2.472.648,29.74,25270.09
Paua New Zealand Area PAU 7 (Marlborough),1967,246.446,30.24,25597.63
Peruvian anchoveta North-Central Peruvian coast,1967,2.057.057,28.16,24251.65
Petrale sole Pacific Coast,1967,832.835,29.19,24970.7
Pink salmon AK Pen Northwestern District,1967,0,30.04,25478.14
Pink salmon AK Pen Southeastern and South-central Districts,1967,0,28.07,24190.86
Pink salmon AK Pen Southwestern and Unimak Districts,1967,0,30.58,25879.09
Pink salmon Affleck Cl (District105),1967,0,29.32,25073.37
Pink salmon Amakdedori Creek (Kamishak D),1967,0,31.3,26278.09
Pink salmon Amur pink wild,1967,0,28.62,24536.56
Pink salmon Anadyr pink wild,1967,0,29.29,24976.01
Pink salmon Anan (District107),1967,0,28.25,24345.23
Pink salmon Area 10,1967,0,28.22,24290.87
Pink salmon Area 12,1967,0,29.89,25407.61
Pink salmon Area 13,1967,0,29.94,25414.75
Pink salmon Area 2E,1967,0,31.29,26297.3
Pink salmon Area 6,1967,0,29.75,25364.41
Pink salmon Area 8,1967,0,28.08,24233.48
Pink salmon Area 9,1967,0,30.14,25553.69
Pink salmon Barabara (Southern D),1967,0,28.12,24242.47
Pink salmon Baranof E (District109),1967,0,30.5,25785.69
Pink salmon BetwLoandBte (Area 13),1967,0,27.94,24122.44
Pink salmon BondSound (Area 12),1967,0,29.06,24895.38
Pink salmon Bruin River,1967,0,29.38,25125.86
Pink salmon Burnett (District106),1967,0,31.05,26166.25
Pink salmon Burrard,1967,0,31.06,26172.7
Pink salmon Bute Inlt (Area 13),1967,0,28.75,24611.23
Pink salmon Ch/Vedder,1967,0,28.84,24698.23
Pink salmon Chignik Bay District,1967,0,27.57,23984.96
Pink salmon Chignik Central District,1967,0,29.02,24810.09
Pink salmon Chignik Eastern District,1967,0,29.55,25230.35
Pink salmon Chignik Western District,1967,0,28.96,24849.15
Pink salmon China Poot (Southern D),1967,0,28.08,24268.79
Pink salmon Coghill District,1967,0,27.98,24200.43
Pink salmon Dogfish (Southern D),1967,0,29.1,24867.73
Pink salmon Dosewallips (Hood Canal),1967,0,28.95,24803.88
Pink salmon Duckabush (Hood Canal),1967,0,28.5,24531.21
Pink salmon Dungeness (Juan de Fuca),1967,0,28.37,24393.33
Pink salmon EBehm (District 101),1967,0,29.62,25261.05
Pink salmon EDall (District103),1967,0,29.35,25015.93
Pink salmon East Kamchatka pink wild,1967,0,31.02,26109.51
Pink salmon East Sakhalin pink hatchery,1967,0,29.4,25085.12
Pink salmon East Sakhalin pink wild,1967,0,30.12,25512.48
Pink salmon Eliza Hbr (District109),1967,0,31.32,26314.19
Pink salmon Eshamy District,1967,0,29.19,24940.33
Pink salmon Farragut (District110),1967,0,31.28,26276.86
Pink salmon Freshw By (District112),1967,0,28.82,24711.49
Pink salmon GeorgiaHowe (Area 16),1967,0,28.42,24490.08
Pink salmon Golovin,1967,0,27.55,23898.92
Pink salmon Hamma Hamma (Hood Canal),1967,0,28.81,24707.4
Pink salmon Harrison,1967,0,30.97,26110.02
Pink salmon Hetta (District103),1967,0,29.52,25195.3
Pink salmon Homeshor (District114),1967,0,29.77,25346.35
Pink salmon Hoonah S (District113),1967,0,27.52,23871.4
Pink salmon Houghton (District110),1967,0,30.22,25649.24
Pink salmon Humpy Creek (Cook Inlet Southern D),1967,0,30.03,25453.32
Pink salmon Japan High Seas catch pink hatchery,1967,0,30.84,26028.19
Pink salmon Japan High Seas catch pink wild,1967,0,30.41,25774.76
Pink salmon Japan coastal pink hatchery,1967,0,28.73,24592.35
Pink salmon Japan coastal pink wild,1967,0,30.54,25842.13
Pink salmon Jervis Inlet (Area 16),1967,0,30.13,25561.63
Pink salmon Johnst St (Area 13),1967,0,30.5,25776.86
Pink salmon JohnstoneSt (Area 12),1967,0,29.78,25342.18
Pink salmon Kasaan (District102),1967,0,30.78,25967.79
Pink salmon Kelp By (District112),1967,0,29.22,24933.58
Pink salmon KingcomeInlet (Area 12),1967,0,28.85,24715.32
Pink salmon Klawock (District103),1967,0,29.83,25412.19
Pink salmon KnightInlet (Area 12),1967,0,28.73,24630.99
Pink salmon Kuskokwim,1967,0,29.58,25159.58
Pink salmon Lisianski (District113),1967,0,28.28,24307.61
Pink salmon Little Kamishak River (Kamishak D),1967,0,31.54,26452.67
Pink salmon Loughb It (Area 13),1967,0,30.02,25511.6
Pink salmon Lynn Cnl (District112),1967,0,30.95,26084.55
Pink salmon Lynn Cnl (District115),1967,0,27.61,23920.69
Pink salmon Main Fraser,1967,0,30.15,25576.27
Pink salmon Moira (District102),1967,0,29.35,25010.25
Pink salmon Montague District,1967,0,31.01,26120.24
Pink salmon Moses Point and Norton Bay (Norton Sound),1967,0,27.93,24095.23
Pink salmon Nchichago (District114),1967,0,30.56,25859.71
Pink salmon NearKingcome (Area 12),1967,0,29.94,25475.7
Pink salmon Nisqually (Puget Sound),1967,0,28.92,24769.28
Pink salmon Nome (Norton Sound),1967,0,28.23,24343.45
Pink salmon Nooksack (Puget Sound),1967,0,29.52,25168.74
Pink salmon Northern/Unakwik District,1967,0,28.48,24526.11
Pink salmon Okhotsk pink wild,1967,0,29.88,25445.24
Pink salmon PWS Eastern District,1967,0,30.62,25863.15
Pink salmon PWS Northwestern District,1967,0,29.4,25055.5
Pink salmon PWS Southeastern District,1967,0,29.56,25197.52
Pink salmon PWS Southwest District,1967,0,30.46,25784.16
Pink salmon Perryville District,1967,0,30.12,25551.11
Pink salmon Port Dick (Outer D),1967,0,29.97,25441.77
Pink salmon Port Graham (Southern D),1967,0,29.36,25042.89
Pink salmon Portage B (District110),1967,0,28.05,24225.39
Pink salmon Portland (District 101),1967,0,27.6,23964.4
Pink salmon Portlock (District113),1967,0,29.35,25079.97
Pink salmon Primorye pink wild,1967,0,29.66,25259.9
Pink salmon Puyallup (Puget Sound),1967,0,30.23,25598.24
Pink salmon Pybus/Ga (District110),1967,0,30.21,25615.06
Pink salmon Quatam R (Area 13),1967,0,30.85,26026.79
Pink salmon Ratz Hbr (District106),1967,0,29.77,25354.09
Pink salmon Resurrection Bay (Eastern D),1967,0,30.17,25598.02
Pink salmon Rocky River (Outer D),1967,0,28.15,24242.06
Pink salmon SE Baran (District109),1967,0,28.95,24802.14
Pink salmon SWAdmir (District112),1967,0,27.48,23834.25
Pink salmon Saginw By (District109),1967,0,29.38,25071.05
Pink salmon Salisbury (District113),1967,0,29.5,25121.43
Pink salmon Sashin Creek (Northern Inside),1967,0,28.4,24446.57
Pink salmon SeaOtter (District103),1967,0,30.4,25752.95
Pink salmon Sechelt It  (Area 16),1967,0,30.05,25469.18
Pink salmon Seldovia Bay  (Southern D),1967,0,28.63,24586.03
Pink salmon SetonArea,1967,0,29.51,25150.89
Pink salmon Seymour (District111),1967,0,28.14,24242.42
Pink salmon Shaktoolik (Norton Sound),1967,0,30.66,25923.42
Pink salmon Shipley (District105),1967,0,29.1,24826.53
Pink salmon Sitka Sd (District113),1967,0,30.28,25654.75
Pink salmon Situk River,1967,0,27.18,23655.27
Pink salmon Skagit (Puget Sound),1967,0,28.74,24589.13
Pink salmon Slocum (District113),1967,0,29.83,25358.88
Pink salmon Snohomish (Puget Sound),1967,0,29.53,25179.65
Pink salmon South AK Peninsula w/o Chignik,1967,0,29.56,25143.25
Pink salmon Squamish,1967,0,29.85,25402.98
Pink salmon Stephens (District111),1967,0,29.0,24756.96
Pink salmon Stikine (District108),1967,0,28.14,24236.2
Pink salmon Stillaguamish (Puget Sound),1967,0,29.85,25347.94
Pink salmon SundChnl (Area 13),1967,0,29.53,25063.61
Pink salmon Sunday and Browns Peak Creek (Kamishak D),1967,0,30.03,25495.97
Pink salmon Tebenkof (District109),1967,0,28.01,24156.48
Pink salmon Tenakee (District112),1967,0,29.77,25363.61
Pink salmon Thompson,1967,0,29.61,25227.27
