country,year,SST
Atlantic cod Iceland Grounds,1977,28.65
Atlantic cod Irish Sea,1977,29.61
Atlantic cod NAFO 1abdce,1977,30.93
Atlantic cod NAFO 1f and ICES 14,1977,29.2
Atlantic cod NAFO 5Zjm,1977,29.65
Atlantic cod NAFO Subarea 1 (inshore),1977,28.41
Atlantic cod North-East Arctic,1977,28.43
Atlantic cod Northern Gulf of St. Lawrence,1977,28.71
Atlantic cod Southern Grand Banks,1977,28.66
Atlantic cod Southern Gulf of St. Lawrence,1977,28.8
Atlantic cod Southern Labrador-Eastern Newfoundland,1977,27.73
Atlantic cod St. Pierre Bank,1977,27.32
Atlantic cod Western Baltic,1977,30.42
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1977,28.04
Atlantic croaker Mid-Atlantic Coast,1977,31.53
Atlantic halibut Gulf of Maine / Georges Bank,1977,29.34
Atlantic halibut Scotian Shelf and Southern Grand Banks,1977,28.84
Atlantic menhaden Atlantic,1977,29.2
Atlantic sharpnose shark Atlantic,1977,27.75
Atlantic surfclam Mid-Atlantic Coast,1977,29.43
Atlantic wolffish Gulf of Maine / Georges Bank,1977,29.15
Aurora rockfish Pacific Coast,1977,32.01
Australian salmon New Zealand,1977,30.61
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,1977,27.52
Basking shark Northeast Atlantic,1977,28.31
Beaked redfish Southeast Greenland,1977,30.27
Big skate Hecate Strait,1977,30.44
Big skate Queen Charlotte Sound,1977,28.98
Big skate West Coast of Vancouver Island,1977,28.35
Bigeye tuna Atlantic Ocean,1977,30.01
Bigeye tuna Central Western Pacific Ocean,1977,28.42
Bigeye tuna Eastern Pacific,1977,29.65
Bigeye tuna Indian Ocean,1977,28.84
Bight redfish Southeast Australia,1977,29.72
Black cardinalfish East coast of North Island,1977,30.59
Black marlin Indian Ocean,1977,28.64
Black oreo Pukaki Rise,1977,27.84
Black oreo West end of Chatham Rise,1977,30.5
Black rockfish California,1977,30.72
Black rockfish Oregon Coast,1977,31.12
Black rockfish Washington,1977,29.1
Black sea bass Mid-Atlantic Coast,1977,30.72
Black sea bass South Atlantic,1977,30.26
Blackgill rockfish Pacific Coast,1977,29.75
Blacknose shark Atlantic,1977,28.48
Blue crab Chesapeake Bay,1977,30.39
Blue grenadier New South Wales to Western Australia,1977,29.11
Blue king crab Pribilof Islands,1977,30.37
Blue ling ICES 5b-6-7,1977,31.06
Blue marlin Atlantic Ocean,1977,30.27
Blue marlin Pacific Ocean,1977,28.82
Blue rockfish California,1977,31.05
Blue shark North Pacific Ocean,1977,29.03
Blueline tilefish Southern Atlantic coast,1977,28.88
Bluenose New Zealand,1977,29.14
Bocaccio British Columbia Waters,1977,30.41
Bocaccio Southern Pacific Coast,1977,29.03
Bonnethead shark Atlantic,1977,30.44
Brill Baltic Areas 22-32,1977,29.44
Brill ICES 3a-4-7d,1977,28.58
Brown rockfish Pacific Coast,1977,30.45
Brown tiger shrimp Northern Australia,1977,30.22
Cabezon Northern California,1977,31.01
Cabezon Oregon Coast,1977,28.84
Cabezon Southern California,1977,30.02
California scorpionfish Southern California,1977,30.52
Canary rockfish Pacific Coast,1977,30.06
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,1977,28.67
Cape Hope squid South Africa,1977,28.0
Cape horse mackerel South Africa South coast,1977,27.47
Capelin Barents Sea,1977,28.13
Capelin Gulf of St. Lawrence,1977,30.32
Chilean herring Central-Southern Chile,1977,31.28
Chilean jack mackerel Chilean EEZ and offshore,1977,28.4
Chilipepper Southern Pacific Coast,1977,29.85
China rockfish Central Pacific Coast,1977,29.33
China rockfish Northern Pacific Coast,1977,28.69
China rockfish Southern Pacific Coast,1977,29.31
Chub mackerel Pacific Coast of Japan,1977,30.12
Chub mackerel Tsushima Strait,1977,28.69
Chum salmon AK Pen Southeastern and South-central Districts,1977,28.01
Chum salmon AK Pen Southwestern and Unimak Districts,1977,29.35
Chum salmon Amur chum hatchery,1977,29.86
Chum salmon Amur chum wild,1977,30.35
Chum salmon Anadyr chum wild,1977,29.86
Chum salmon Andreafsky River,1977,30.01
Chum salmon Anvik River,1977,29.61
Chum salmon Area 10,1977,28.78
Chum salmon Area 6,1977,30.43
Chum salmon Area 8,1977,31.25
Chum salmon Area 9,1977,30.29
Chum salmon Bear River,1977,31.02
"Chum salmon Bechevin, Swanson (Northwestern District)",1977,30.22
Chum salmon Bruin River,1977,28.38
Chum salmon CaribouFlats,1977,28.92
Chum salmon Chignik Central District,1977,28.87
Chum salmon Chignik Eastern District,1977,29.56
Chum salmon Chignik Western District,1977,29.98
Chum salmon Cinder River,1977,29.89
Chum salmon Columbia R,1977,30.22
Chum salmon Cottonwood Creek and Iniskin River,1977,27.42
Chum salmon Dogfish Lagoon,1977,27.81
Chum salmon East Alsek River,1977,28.84
Chum salmon East Kamchatka chum hatchery,1977,30.69
Chum salmon East Kamchatka chum wild,1977,30.3
Chum salmon East Sakhalin chum hatchery,1977,29.11
Chum salmon Fish Creek,1977,28.95
Chum salmon Golovin,1977,30.77
Chum salmon Goodnews River,1977,28.14
Chum salmon Grays Harbour,1977,28.16
Chum salmon Hood Canal,1977,29.89
Chum salmon Inner South Coast (Fraser plus Mainland),1977,29.4
"Chum salmon Izembek, Moffet (Northwestern District)",1977,28.27
Chum salmon Japan High Seas catch chum hatchery,1977,29.62
Chum salmon Japan High Seas catch chum wild,1977,29.2
Chum salmon Japan coastal chum hatchery,1977,29.73
Chum salmon Juan de Fuca Straits,1977,30.17
Chum salmon Kadashan Creek,1977,28.75
Chum salmon Kanektok River,1977,30.11
Chum salmon Kotzebue Sound,1977,28.88
Chum salmon Kuskokwim,1977,29.96
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),1977,30.91
Chum salmon McNeil River (and Sub-District),1977,29.49
Chum salmon NelsonLagoon,1977,31.44
Chum salmon Nooksack and Samish Rivers,1977,29.95
Chum salmon Norton Bay,1977,30.19
Chum salmon Norton Sound District 1,1977,31.36
Chum salmon Nushagak District,1977,29.14
Chum salmon Okhotsk chum hatchery,1977,28.51
Chum salmon Okhotsk chum wild,1977,28.51
Chum salmon PMollerBt,1977,29.55
Chum salmon Perryville District,1977,29.46
Chum salmon Port Dick and Island Creek,1977,30.33
Chum salmon Port Graham,1977,31.92
Chum salmon PortHeiden,1977,28.66
Chum salmon Primorye chum hatchery,1977,29.26
Chum salmon Primorye chum wild,1977,30.02
Chum salmon Rocky River,1977,30.94
Chum salmon Shaktoolik,1977,29.03
Chum salmon Skagit River,1977,29.69
Chum salmon South Sound Fall Run,1977,30.44
Chum salmon South Sound Summer Run,1977,29.05
Chum salmon South Sound Winter Run,1977,29.35
Chum salmon Stillaguamish and Snohomish Rivers,1977,29.13
Chum salmon ThreeHills,1977,29.2
Chum salmon Togiak District,1977,29.54
Chum salmon Unalakleet,1977,30.23
Chum salmon Upper Cook Inlet,1977,28.69
Chum salmon Ursus Cove and Lagoon,1977,30.44
Chum salmon West Kamchatka chum hatchery,1977,29.6
Chum salmon West Kamchatka chum wild,1977,29.12
Chum salmon Willapa Bay,1977,29.21
Chum salmon Yukon River Fall Run,1977,29.15
Chum salmon Yukon River Summer Run,1977,30.49
Clearnose skate Mid-Atlantic Coast,1977,30.51
Cobia Gulf of Mexico,1977,28.28
Cobia Southern Atlantic coast,1977,28.39
Common gemfish New Zealand,1977,28.15
Common gemfish Southeast Australia,1977,29.12
Common sole Celtic Sea,1977,29.43
Common sole ICES 7bc,1977,28.65
Common sole Irish Sea,1977,29.19
Common sole North Sea,1977,29.69
Common sole Western English Channel,1977,27.91
Copper rockfish Pacific Coast,1977,29.59
Cowcod Southern California,1977,29.52
Cusk Western Scotian Shelf,1977,28.72
Dab Baltic Areas 22-32,1977,29.7
Dab ICES 3a-4,1977,29.57
Darkblotched rockfish Pacific Coast,1977,28.52
Deep sea smelt Sea of Japan,1977,29.02
Deep water cape hake South Africa,1977,28.2
Deepwater redfish NAFO Divisions 2J3K-3LNO,1977,28.35
Deepwater redfish Units 1 and 2,1977,28.17
Dover sole Pacific Coast,1977,29.11
Dredge oyster Foveax Strait,1977,29.68
Dusky rockfish Gulf of Alaska,1977,29.24
Dusky shark Gulf of Mexico and Atlantic,1977,28.15
English sole Hecate Strait,1977,28.71
English sole Pacific Coast,1977,29.52
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,1977,30.18
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1977,28.63
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,1977,30.55
European flounder ICES 3a-4,1977,30.57
European flounder Subdivisions 22-23,1977,29.57
European flounder Subdivisions 24-25,1977,30.35
European plaice Celtic Sea,1977,27.85
European plaice ICES 7bc,1977,30.73
European plaice North Sea,1977,27.97
European pollack ICES 3a-4,1977,28.6
Finetooth shark Atlantic,1977,30.34
Flathead sole Bering Sea and Aleutian Islands,1977,29.77
Gag Gulf of Mexico,1977,27.99
Gag Southern Atlantic coast,1977,29.6
Giant stargazer NZ Area STA7,1977,29.4
Golden redfish ICES 5-6-12-14,1977,29.48
Goliath grouper Southern Atlantic coast and Gulf of Mexico,1977,30.45
Gopher rockfish Southern Pacific Coast,1977,30.24
Gray triggerfish Gulf of Mexico,1977,29.21
Greater amberjack Gulf of Mexico,1977,29.85
Greater amberjack Southern Atlantic coast,1977,30.76
Greater silver smelt ICES 6b-7-8-9-10-12,1977,30.4
Greenland halibut Bering Sea and Aleutian Islands,1977,27.88
Greenland halibut Gulf of St. Lawrence,1977,28.39
Greenland halibut ICES 5-6-12-14,1977,30.33
Greenland halibut Labrador Shelf - Grand Banks,1977,28.82
Greenland halibut North-East Arctic,1977,27.82
Greenspotted rockfish Northern Pacific Coast,1977,31.34
Greenspotted rockfish Southern Pacific Coast,1977,27.87
Greenstriped rockfish Pacific Coast,1977,29.8
Grooved tiger prawn Northern Australia,1977,29.45
Gulf menhaden Gulf of Mexico,1977,28.74
Haddock Faroe Plateau,1977,27.97
Haddock Georges Bank,1977,31.13
Haddock Grand Banks,1977,31.03
Haddock Gulf of Maine,1977,31.19
Haddock ICES 3a-4-6a,1977,28.23
Haddock Iceland Grounds,1977,30.52
Haddock North-East Arctic,1977,30.36
"Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1977,28.74
Herring Gulf of Riga East of Gotland,1977,29.63
Herring ICES 3a-4-7d,1977,28.67
Herring ICES 5a-7bc,1977,30.32
Herring ICES 7a-g-h-j,1977,30.54
Herring NAFO division 4R (Fall spawners),1977,29.26
Herring NAFO division 4R (Spring spawners),1977,29.28
Herring Newfoundland East and South Coast,1977,28.42
Herring Northwestern Atlantic Coast,1977,31.25
Herring Scotian Shelf and Bay of Fundy,1977,30.45
Herring Southern Gulf of St. Lawrence (Fall spawners),1977,31.04
Herring Southern Gulf of St. Lawrence (Spring spawners),1977,30.46
Herring Subdivisions 25-29 and 32,1977,28.33
Herring West of Scotland,1977,30.91
Hoki Eastern New Zealand,1977,28.66
Hoki Western New Zealand,1977,29.49
Indo Pacific blue marlin Indian Ocean,1977,30.42
Jackass morwong Eastern half of Southeast Australia,1977,30.24
Japanese amberjack Japan,1977,30.25
Japanese anchovy Inland Sea of Japan,1977,29.45
Japanese anchovy Tsushima Strait,1977,30.67
Japanese flounder East China Sea,1977,29.48
Japanese flounder Inland Sea of Japan,1977,29.41
Japanese flounder Pacific Ocean,1977,27.74
Japanese flounder Sea of Japan North,1977,30.62
Japanese jack mackerel Tsushima Strait,1977,28.38
Japanese sardine Pacific Coast of Japan,1977,28.88
Japanese sardine Tsushima Strait,1977,29.92
Kelp greenling Oregon Coast,1977,28.63
Kichiji rockfish North Pacific,1977,29.04
Kichiji rockfish Okhotsk Sea,1977,29.08
Kichiji rockfish Southwestern coast of Hokkaido,1977,28.6
King mackerel Gulf of Mexico,1977,28.21
King mackerel Southern Atlantic coast,1977,29.49
Lemon sole ICES 3a-4-7d,1977,28.39
Ling New Zealand Areas LIN 3 and 4,1977,28.02
Ling New Zealand Areas LIN 5 and 6,1977,29.42
Ling New Zealand Areas LIN 72,1977,27.98
Ling New Zealand Areas LIN 7WC-WCSI,1977,29.72
Ling Southeast Australia,1977,29.3
Ling Western half of Southeast Australia,1977,29.88
Lingcod Northern Pacific Coast,1977,29.19
Lingcod Southern Pacific Coast,1977,29.97
Lingcod Strait of Georgia,1977,31.33
Little skate Gulf of Maine / Cape Hatteras,1977,28.46
Longfin inshore squid Atlantic Coast,1977,31.56
Longnose skate Hecate Strait,1977,30.41
Longnose skate Pacific Coast,1977,28.29
Longnose skate Queen Charlotte Sound,1977,28.72
Longnose skate West Coast of Vancouver Island,1977,30.01
Longspine thornyhead Pacific Coast,1977,31.04
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),1977,30.42
Monkfish NAFO Divisions 3LNOPs,1977,30.19
New Zealand snapper New Zealand Area 8 (Auckland and Central West),1977,28.18
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1977,28.42
New Zealand snapper New Zealand SNA 1 east Northland,1977,29.21
New Zealand snapper New Zealand SNA 7,1977,28.92
Northern rock sole Eastern Bering Sea and Aleutian Islands,1977,27.92
Northern rock sole Gulf of Alaska,1977,30.07
Northern rockfish Bering Sea and Aleutian Islands,1977,29.86
Northern rockfish Gulf of Alaska,1977,29.99
Northern shortfin squid Northwestern Atlantic Coast,1977,29.73
Northern shrimp Gulf of Maine,1977,28.23
Northern shrimp Gulf of St. Lawrence,1977,27.76
Northern shrimp ICES 3a(west)-4a(east),1977,29.84
Northern shrimp North-East Arctic,1977,30.62
Northern shrimp Northern North Sea,1977,30.46
Northern shrimp Shrimp Fishing Area 4,1977,28.91
Northern shrimp Shrimp Fishing Area 5,1977,29.24
Northern shrimp Shrimp Fishing Area 6,1977,31.03
"Norway lobster Adriatic Sea (GSA 17,18)",1977,30.76
Norway lobster Aran Grounds (FU 17),1977,31.61
Norway lobster Irish Sea West (FU 15),1977,28.07
Norway lobster North Galicia (FU 25),1977,30.41
Norway lobster Skagerak Kattegat (FU 3-4),1977,28.49
Norway lobster West Galicia and North Portugal (FU 26-27),1977,29.51
Norway pout West of Scotland,1977,29.71
Nylon shrimp Central-Southern Chile,1977,28.87
Nylon shrimp Northern Chile,1977,29.63
Ocean pout Northwestern Atlantic Coast,1977,30.03
Orange roughy East and South Chatham Rise,1977,30.25
Orange roughy New Zealand Challenger Plateau,1977,30.07
Orange roughy New Zealand Mid East Coast,1977,30.93
Orange roughy Northwest Chatham Rise,1977,29.24
Pacific bluefin tuna Pacific Ocean,1977,28.8
Pacific chub mackerel Pacific Coast,1977,28.32
Pacific cod Bering Sea,1977,29.62
Pacific cod Gulf of Alaska,1977,29.68
Pacific cod Hecate Strait,1977,29.32
Pacific cod North Pacific,1977,28.6
Pacific cod Queen Charlotte Sound,1977,28.05
Pacific cod Sea of Japan,1977,28.2
Pacific cod West Coast of Vancouver Island,1977,30.15
Pacific hake Pacific Coast,1977,28.32
Pacific halibut North Pacific,1977,28.62
Pacific herring Central Coast,1977,29.85
Pacific herring Hokkaido,1977,30.7
Pacific herring Prince Rupert District,1977,28.95
Pacific herring Queen Charlotte Islands,1977,27.95
Pacific herring Strait of Georgia,1977,28.96
Pacific herring West Coast of Vancouver Island,1977,30.5
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,1977,30.17
Pacific ocean perch Gulf of Alaska,1977,29.39
Pacific ocean perch Haida Gwaii,1977,29.65
Pacific ocean perch Pacific Coast,1977,29.43
Pacific ocean perch West Coast of Vancouver Island,1977,30.6
Patagonian grenadier Central-Southern Chile,1977,29.91
Patagonian toothfish Macquarie Island,1977,30.18
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,1977,31.1
Patagonian toothfish South Chile Argentina,1977,28.93
Paua NZ Area North PAUA 5A,1977,27.54
Paua NZ Area South PAUA 5A,1977,28.95
Paua New Zealand Area PAU 5B (Stewart Island),1977,28.11
Paua New Zealand Area PAU 5D (Otago),1977,29.59
Paua New Zealand Area PAU 7 (Marlborough),1977,30.06
Peruvian anchoveta North-Central Peruvian coast,1977,28.09
Petrale sole Pacific Coast,1977,30.43
Pink cusk eel Central-Southern Chile,1977,31.49
Pink cusk eel Southern Chile,1977,29.01
Pink salmon AK Pen Northwestern District,1977,29.08
Pink salmon AK Pen Southeastern and South-central Districts,1977,28.82
Pink salmon AK Pen Southwestern and Unimak Districts,1977,31.4
Pink salmon Affleck Cl (District105),1977,30.5
Pink salmon Amakdedori Creek (Kamishak D),1977,30.46
Pink salmon Amur pink wild,1977,28.4
Pink salmon Anadyr pink wild,1977,29.33
Pink salmon Anan (District107),1977,28.97
Pink salmon Area 10,1977,29.03
Pink salmon Area 12,1977,29.79
Pink salmon Area 13,1977,29.76
Pink salmon Area 2E,1977,31.26
Pink salmon Area 6,1977,30.75
Pink salmon Area 8,1977,29.15
Pink salmon Area 9,1977,30.35
Pink salmon Atnarko (Area 8),1977,28.37
Pink salmon Auke Creek (Northern Inside),1977,28.09
Pink salmon Barabara (Southern D),1977,28.2
Pink salmon Baranof E (District109),1977,29.75
Pink salmon BetwLoandBte (Area 13),1977,27.4
Pink salmon Big Kamishak River  (Kamishak D),1977,30.68
Pink salmon BondSound (Area 12),1977,28.94
Pink salmon Bruin River,1977,31.39
Pink salmon Burnett (District106),1977,30.75
Pink salmon Burrard,1977,30.87
Pink salmon Bute Inlt (Area 13),1977,27.7
Pink salmon Ch/Vedder,1977,29.07
Pink salmon Chignik Bay District,1977,29.52
Pink salmon Chignik Central District,1977,29.0
Pink salmon Chignik Eastern District,1977,30.09
Pink salmon Chignik Western District,1977,30.33
Pink salmon China Poot (Southern D),1977,28.87
Pink salmon Coghill District,1977,29.26
Pink salmon Dogfish (Southern D),1977,29.39
Pink salmon Dosewallips (Hood Canal),1977,30.24
Pink salmon Duckabush (Hood Canal),1977,29.86
Pink salmon Dungeness (Juan de Fuca),1977,28.6
Pink salmon EBehm (District 101),1977,30.37
Pink salmon EDall (District103),1977,29.22
Pink salmon East Kamchatka pink wild,1977,30.88
Pink salmon East Sakhalin pink hatchery,1977,29.33
Pink salmon East Sakhalin pink wild,1977,30.08
Pink salmon Eliza Hbr (District109),1977,30.36
Pink salmon Eshamy District,1977,29.58
Pink salmon Farragut (District110),1977,30.89
Pink salmon Freshw By (District112),1977,28.99
Pink salmon GeorgiaHowe (Area 16),1977,28.82
Pink salmon Golovin,1977,28.4
Pink salmon Hamma Hamma (Hood Canal),1977,28.03
Pink salmon Harrison,1977,30.82
Pink salmon Hetta (District103),1977,29.67
Pink salmon Homeshor (District114),1977,31.86
Pink salmon Homfroy C (Area 15),1977,31.2
Pink salmon Hoonah S (District113),1977,28.39
Pink salmon Houghton (District110),1977,31.41
Pink salmon Humpy Creek (Cook Inlet Southern D),1977,29.91
Pink salmon Humpy Creek (Yakutat),1977,30.19
